timestamp,Time,Lat,Lon,Alt[m],Speed(km/h),VSpeed[m/s],x,CalcSpeed[km/h],x2
2018-10-02 12:27:36,5.57,39.724457,2.623609,3071,481,4,1461.976495,438.5929609,41.28327
2018-10-02 12:27:51,5.82,39.731812,2.605864,3157,481,7,1723.873934,413.7297341,43.00714
2018-10-02 12:28:01,5.98,39.738678,2.588057,3246,481,7,1703.349961,613.2059967,44.71049
2018-10-02 12:28:16,6.23,39.744747,2.564156,3347,481,7,2152.116359,516.5079354,46.86261
2018-10-02 12:28:24,6.37,39.745911,2.549859,3441,481,11,1229.18555,553.1334985,48.09180
2018-10-02 12:28:44,6.70,39.744408,2.513741,3695,481,8,3092.511327,556.6520313,51.18431
2018-10-02 12:28:52,6.83,39.742592,2.500448,3761,481,7,1154.342322,519.4540458,52.33865
2018-10-02 12:29:22,7.33,39.73439,2.449628,3960,481,12,4440.07115,532.8085363,56.77872
2018-10-02 12:29:57,7.92,39.72348,2.389473,4389,481,15,5285.408426,543.6420094,62.06413
2018-10-02 12:30:30,8.47,39.713821,2.32773,4853,551,7,5389.00321,587.8912563,67.45313
2018-10-02 12:31:13,9.18,39.706043,2.26613,5221,531,10,5339.832117,447.0557122,72.79296
2018-10-02 12:31:44,9.70,39.698448,2.199745,5620,520,8,5741.721119,666.7805235,78.53468
2018-10-02 12:32:42,10.67,39.688141,2.104424,6107,551,8,8235.953056,511.1970887,86.77064
2018-10-02 12:33:48,11.77,39.674759,1.985772,6760,551,8,10262.25318,559.7592616,97.03289
2018-10-02 12:34:50,12.80,39.662952,1.880459,7239,551,6,9109.050117,528.9125871,106.14194
2018-10-02 12:35:57,13.92,39.648685,1.758728,7699,551,3,10541.21438,566.3936091,116.68316
2018-10-02 12:37:04,15.03,39.75959,1.638205,8210,551,7,16074.416,863.6999649,132.75757
2018-10-02 12:37:34,15.53,39.668667,1.579777,8428,585,7,11277.96597,1353.355912,144.03554
2018-10-02 12:37:41,15.65,39.650459,1.563141,8481,585,6,2475.320794,1273.022168,146.51086
2018-10-02 12:37:52,15.83,39.630688,1.540698,8550,585,5,2919.956387,955.6220853,149.43081
2018-10-02 12:37:58,15.93,39.624378,1.531518,8595,585,9,1053.762197,632.2573029,150.48458
2018-10-02 12:38:10,16.13,39.612103,1.509508,8694,585,8,2327.487197,698.2461787,152.81206
2018-10-02 12:38:20,16.30,39.606396,1.494254,8747,585,7,1452.682344,522.9656202,154.26475
2018-10-02 12:38:29,16.45,39.598804,1.470401,8824,585,6,2211.081592,884.4326772,156.47583
2018-10-02 12:38:37,16.58,39.59716,1.456137,8866,585,5,1235.730806,556.0788639,157.71156
2018-10-02 12:38:44,16.70,39.59547,1.440552,8908,585,3,1348.507456,693.5180826,159.06007
2018-10-02 12:38:52,16.83,39.594639,1.425753,8946,585,5,1271.389193,572.125138,160.33146
2018-10-02 12:39:01,16.98,39.594101,1.417611,8969,585,5,700.2003925,280.0801698,161.03166
2018-10-02 12:39:32,17.50,39.592739,1.347659,9152,611,2,5995.771165,696.2830956,167.02743
2018-10-02 12:40:45,18.72,39.592579,1.197001,9335,629,2,12909.32891,636.6244385,179.93676
2018-10-02 12:41:44,19.70,39.586514,1.063732,9456,629,0,11439.72794,698.0172984,191.37648
2018-10-02 12:42:51,20.82,39.578331,0.915956,9533,707,5,12696.88551,682.2207143,204.07337
2018-10-02 12:43:01,20.98,39.577915,0.887865,9604,692,6,2407.96159,866.8661878,206.48133
2018-10-02 12:44:32,22.50,39.600838,0.690205,10058,659,2,17128.26084,677.6015285,223.60959
2018-10-02 12:45:33,23.52,39.61795,0.564248,10066,659,1,10956.65874,646.6224783,234.56625
2018-10-02 12:46:33,24.52,39.633327,0.43191,10218,659,1,11462.39106,687.7434689,246.02864
2018-10-02 12:47:34,25.53,39.647972,0.301146,10369,659,2,11314.70823,667.7532681,257.34335
2018-10-02 12:48:38,26.60,39.66317,0.161245,10532,659,2,12095.33616,680.3626601,269.43869
2018-10-02 12:49:40,27.63,39.678196,0.022142,10671,659,0,12022.44361,698.0773704,281.46113
2018-10-02 12:50:44,28.70,39.694229,-0.122132,10668,659,0,12473.64416,701.6424852,293.93477
2018-10-02 12:51:45,29.72,39.70911,-0.261178,10668,659,0,12010.09263,708.792354,305.94487
2018-10-02 12:52:44,30.70,39.723518,-0.40223,10668,740,0,12170.5222,742.6081344,318.11539
2018-10-02 12:53:52,31.83,39.739361,-0.563904,10668,740,0,13937.22834,737.8532632,332.05262
2018-10-02 12:54:54,32.87,39.754795,-0.707292,10668,740,0,12378.49162,718.7511256,344.43111
2018-10-02 12:55:56,33.90,39.770126,-0.859687,10668,737,0,13137.16558,762.8031621,357.56827
2018-10-02 12:56:58,34.93,39.784237,-1.001076,10668,729,0,12184.2132,707.4704436,369.75249
2018-10-02 12:58:00,35.97,39.803822,-1.147918,10668,707,0,12733.29711,739.3527351,382.48578
2018-10-02 12:59:04,37.03,39.840141,-1.286995,10668,703,0,12545.23751,705.6696112,395.03102
2018-10-02 13:00:08,38.10,39.876133,-1.423368,10668,696,0,12309.16553,692.3905624,407.34019
2018-10-02 13:01:12,39.17,39.909721,-1.560877,10668,696,0,12311.56019,692.525255,419.65175
2018-10-02 13:02:14,40.20,39.941433,-1.69053,10668,700,0,11604.61764,673.816508,431.25637
2018-10-02 13:03:16,41.23,39.974724,-1.828537,10668,700,0,12331.42262,716.0180944,443.58779
2018-10-02 13:04:18,42.27,40.005924,-1.957487,10668,700,0,11520.33857,668.9228843,455.10813
2018-10-02 13:05:17,43.25,40.035591,-2.079975,10668,700,0,10939.61403,667.5018736,466.04774
2018-10-02 13:06:20,44.30,40.070675,-2.227854,10674,700,1,13177.27631,752.9872144,479.22502
2018-10-02 13:07:21,45.32,40.102016,-2.359724,10668,703,0,11747.32878,693.2849792,490.97235
2018-10-02 13:08:26,46.40,40.134624,-2.496786,10668,703,-2,12205.70468,676.0082579,503.17805
2018-10-02 13:09:29,47.45,40.16766,-2.638273,10668,703,0,12573.74433,718.4996728,515.75179
2018-10-02 13:10:28,48.43,40.198105,-2.768761,10668,700,0,11590.57941,707.2217949,527.34237
2018-10-02 13:11:33,49.52,40.230545,-2.909098,10668,703,0,12450.32822,689.5566388,539.79270
2018-10-02 13:12:33,50.52,40.255646,-3.04231,10672,700,0,11645.94012,698.7564123,551.43864
2018-10-02 13:12:40,50.63,40.256248,-3.059716,10668,700,0,1478.591287,760.4183352,552.91723
2018-10-02 13:13:06,51.07,40.252346,-3.116579,10668,700,0,4844.985462,670.8441463,557.76222
2018-10-02 13:13:13,51.18,40.249241,-3.136026,10668,722,0,1686.127594,867.1513651,559.44835
2018-10-02 13:14:17,52.25,40.21191,-3.28527,10668,744,0,13332.28954,749.9412806,572.78064
2018-10-02 13:15:20,53.30,40.177593,-3.431756,10668,740,0,13014.05342,743.6601995,585.79469
2018-10-02 13:16:24,54.37,40.147297,-3.579303,10668,722,0,12982.81506,730.2833484,598.77750
2018-10-02 13:17:24,55.37,40.119225,-3.717475,10668,714,0,12154.19056,729.2514311,610.93170
2018-10-02 13:18:29,56.45,40.089119,-3.865482,10668,729,0,13025.54586,721.4148465,623.95724
2018-10-02 13:19:30,57.47,40.060707,-4.001993,10668,729,0,12037.25722,710.3955103,635.99450
2018-10-02 13:20:32,58.50,40.029976,-4.14833,10668,729,0,12916.93315,750.0154727,648.91143
2018-10-02 13:21:37,59.58,39.998974,-4.294813,10668,740,0,12942.35576,716.8073945,661.85379
2018-10-02 13:22:36,60.57,39.969704,-4.432336,10668,724,0,12160.5649,742.0005707,674.01435
2018-10-02 13:23:37,61.58,39.940941,-4.568933,10668,722,0,12074.27004,712.5798734,686.08862
2018-10-02 13:24:40,62.63,39.909954,-4.712468,10668,722,0,12715.42474,726.5956964,698.80405
2018-10-02 13:25:42,63.67,39.880547,-4.84796,10668,722,0,12012.53963,697.5023009,710.81659
2018-10-02 13:26:44,64.70,39.848736,-4.995266,10668,722,0,13060.51914,758.3527239,723.87711
2018-10-02 13:27:44,65.70,39.818966,-5.131015,10668,718,0,12054.63808,723.2782823,735.93174
2018-10-02 13:28:46,66.73,39.789005,-5.266295,10668,718,0,12026.82868,698.3319872,747.95857
2018-10-02 13:29:54,67.87,39.754879,-5.419714,10668,711,0,13649.86668,722.6400055,761.60844
2018-10-02 13:30:56,68.90,39.722366,-5.562487,10668,718,0,12731.93686,739.2737527,774.34038
2018-10-02 13:31:57,69.92,39.692146,-5.69928,10668,718,0,12174.78184,718.5117177,786.51516
2018-10-02 13:32:56,70.90,39.661945,-5.834352,10668,718,0,12037.61445,734.4985016,798.55277
2018-10-02 13:34:01,71.98,39.629662,-5.976514,10668,718,0,12690.2715,702.8458117,811.24304
2018-10-02 13:35:04,73.03,39.596394,-6.121178,10668,718,0,12932.42673,738.9958098,824.17547
2018-10-02 13:36:08,74.10,39.554474,-6.261065,10668,722,0,12863.61592,723.5783967,837.03909
2018-10-02 13:37:14,75.20,39.50301,-6.395604,10668,733,0,12879.85214,702.5373856,849.91894
2018-10-02 13:38:16,76.23,39.453602,-6.52939,10668,716,0,12729.15369,739.1121492,862.64809
2018-10-02 13:39:17,77.25,39.407089,-6.658926,10668,718,0,12268.84217,724.0628189,874.91693
2018-10-02 13:40:20,78.30,39.358402,-6.79372,10668,718,0,12787.44622,730.7112168,887.70438
2018-10-02 13:41:22,79.33,39.311729,-6.921908,10668,726,0,12185.13597,707.5240239,899.88952
2018-10-02 13:42:25,80.38,39.262093,-7.056973,10668,722,0,12867.88987,735.3079892,912.75741
2018-10-02 13:43:28,81.43,39.213238,-7.189915,10668,722,0,12672.85372,724.1630667,925.43026
2018-10-02 13:44:28,82.43,39.16671,-7.315982,10668,718,0,12033.67224,722.0203399,937.46393
2018-10-02 13:45:36,83.57,39.114502,-7.456379,10512,718,-11,13427.95394,710.8916772,950.89189
2018-10-02 13:46:44,84.70,39.060764,-7.601375,9652,737,-12,13867.65027,734.1697181,964.75954
2018-10-02 13:47:44,85.70,39.014469,-7.725474,8912,703,-12,11890.36837,713.4221074,976.64991
2018-10-02 13:48:48,86.77,38.966984,-7.850988,8109,677,-11,12064.46715,678.626272,988.71437
2018-10-02 13:49:53,87.85,38.92012,-7.974331,7292,666,-12,11871.93659,657.5226474,1000.58631
2018-10-02 13:50:57,88.92,38.872627,-8.092652,6587,631,-9,11521.23078,648.0692266,1012.10754
2018-10-02 13:52:00,89.97,38.823929,-8.200321,6014,611,-8,10782.42807,616.1387505,1022.88997
2018-10-02 13:53:01,90.98,38.778397,-8.302286,5553,611,-6,10183.70259,601.0054006,1033.07367
2018-10-02 13:54:02,92.00,38.733376,-8.405224,5090,611,-8,10233.95966,603.9713853,1043.30763
2018-10-02 13:54:37,92.58,38.706917,-8.466253,4811,611,-7,6057.124776,623.0185482,1049.36475
2018-10-02 13:55:08,93.10,38.683628,-8.521768,4518,611,-8,5469.764963,635.1985179,1054.83452
2018-10-02 13:55:40,93.63,38.660973,-8.573227,4252,594,-9,5128.650989,576.9732374,1059.96317
2018-10-02 13:56:16,94.23,38.6339,-8.634156,3935,592,-8,6087.709424,608.7709383,1066.05088
2018-10-02 13:56:49,94.78,38.610012,-8.686083,3633,587,-9,5235.059706,571.0974195,1071.28594
2018-10-02 13:57:05,95.05,38.598545,-8.711602,3493,588,-9,2557.949023,575.5385313,1073.84389
2018-10-02 13:57:21,95.32,38.587765,-8.735567,3327,577,-9,2403.08654,540.6944725,1076.24698
2018-10-02 13:57:33,95.52,38.578819,-8.755377,3199,566,-9,1988.594238,596.5782881,1078.23557
2018-10-02 13:57:45,95.72,38.570454,-8.773977,3071,561,-9,1865.379026,559.6136943,1080.10095
2018-10-02 13:57:57,95.92,38.563007,-8.790593,2964,544,-8,1665.118204,499.5354753,1081.76607
2018-10-02 13:58:09,96.12,38.554653,-8.809275,2851,540,-9,1871.263936,561.3791672,1083.63733
2018-10-02 13:58:24,96.37,38.544388,-8.832335,2724,529,-7,2307.434056,553.7841833,1085.94476
2018-10-02 13:58:41,96.65,38.534107,-8.854943,2627,520,-5,2274.492893,481.6573127,1088.21926
2018-10-02 13:58:49,96.78,38.528759,-8.866875,2598,518,-3,1196.184229,538.282904,1089.41544
2018-10-02 13:59:05,97.05,38.519352,-8.889737,2560,518,-1,2247.13098,505.6044715,1091.66257
2018-10-02 13:59:16,97.23,38.514557,-8.907112,2537,498,-1,1602.926434,524.5941029,1093.26550
2018-10-02 13:59:24,97.37,38.513126,-8.918581,2522,496,-1,1010.471186,454.7120348,1094.27597
2018-10-02 13:59:34,97.53,38.512466,-8.932057,2492,500,-4,1174.795388,422.9263472,1095.45077
2018-10-02 13:59:56,97.90,38.516586,-8.96981,2314,507,-8,3316.474979,542.6959028,1098.76724
2018-10-02 14:00:14,98.20,38.52177,-8.996753,2147,514,-11,2413.848322,482.7696697,1101.18109
2018-10-02 14:00:24,98.37,38.526512,-9.01431,2010,514,-12,1615.790889,581.6846936,1102.79688
2018-10-02 14:00:37,98.58,38.532509,-9.034043,1848,526,-13,1841.480652,509.9484924,1104.63836
2018-10-02 14:00:44,98.70,38.537651,-9.045831,1743,522,-13,1173.962426,603.7521266,1105.81232
2018-10-02 14:00:58,98.93,38.545166,-9.063106,1569,522,-14,1719.188034,442.076919,1107.53151
2018-10-02 14:01:05,99.05,38.552074,-9.073893,1453,500,-13,1212.440343,623.5407698,1108.74395
2018-10-02 14:01:12,99.17,38.55938,-9.085398,1321,500,-15,1288.722359,662.7714632,1110.03267
2018-10-02 14:01:18,99.27,38.562542,-9.090481,1277,500,-11,564.7554539,338.8532642,1110.59743
2018-10-02 14:01:24,99.37,38.569466,-9.102221,1209,500,-5,1278.514699,767.1088811,1111.87594
2018-10-02 14:01:32,99.50,38.575558,-9.112395,1173,463,-4,1114.072701,501.3327163,1112.99002
2018-10-02 14:01:40,99.63,38.581932,-9.123055,1147,444,-2,1166.618034,524.9781163,1114.15663
2018-10-02 14:01:48,99.77,38.587509,-9.133201,1122,444,-3,1078.095469,485.1429239,1115.23473
2018-10-02 14:01:57,99.92,38.592991,-9.143397,1097,426,-3,1075.575701,430.2303001,1116.31031
2018-10-02 14:02:04,100.03,38.597801,-9.151688,1073,422,-3,897.3542497,461.4964463,1117.20766
2018-10-02 14:02:10,100.13,38.600231,-9.157544,1059,422,-2,576.1849659,345.7110074,1117.78385
2018-10-02 14:02:18,100.27,38.604828,-9.165619,1030,422,-3,868.1434414,390.6645494,1118.65199
2018-10-02 14:02:24,100.37,38.609531,-9.17461,991,422,-4,940.1210378,564.072609,1119.59211
2018-10-02 14:02:33,100.52,38.611702,-9.179028,972,388,-4,453.4687835,181.387509,1120.04558
2018-10-02 14:02:44,100.70,38.618679,-9.191601,906,381,-7,1339.836806,438.4920434,1121.38542
2018-10-02 14:02:57,100.92,38.632713,-9.204341,809,381,-6,1913.119834,529.7870352,1123.29854
2018-10-02 14:03:08,101.10,38.635387,-9.206259,779,348,-7,340.8267504,111.5432995,1123.63936
2018-10-02 14:03:16,101.23,38.646797,-9.214669,686,348,-4,1463.966953,658.7851303,1125.10333
2018-10-02 14:03:24,101.37,38.653191,-9.21551,663,225,-2,714.7215371,321.6246923,1125.81805
2018-10-02 14:03:53,101.85,38.664005,-9.218988,655,203,0,1239.804733,153.9067952,1127.05786
2018-10-02 14:04:01,101.98,38.675354,-9.220704,625,361,-1,1270.71443,571.8214948,1128.32857
2018-10-02 14:04:28,102.43,38.689678,-9.205167,549,200,-3,2087.024668,278.2699554,1130.41559
2018-10-02 14:04:42,102.67,38.699875,-9.201982,495,188,-3,1167.060926,300.1013783,1131.58266
2018-10-02 14:05:42,103.67,38.708324,-9.196766,442,163,-3,1042.831188,62.56987172,1132.62549
